Timestamp,OLAP02,OLAT05,Comp_G_T11,Comp_G_P11,Comp_G_P12,Comp_G_T12,Comp_G_F10,Comp_G_F03,Comp_G_T05,Comp_G_T13,Comp_G_T14,Comp_G_T15
2017-06-01 01:00:00,17.813070177405752,46.28709283537537,49.759411173472046,35.64600805135859,18.025185021515117,96.26091283662815,315.9264255227576,313.3906334555854,95.71078339024656,64.12583120683192,51.738932154533884,37.72106949279668
2017-06-01 02:00:00,17.787038635613303,46.384009272585146,49.5734066483448,35.46304196128003,17.874888377481067,96.47696104734614,317.5456339743508,315.24267152358476,96.41996815339142,64.223746356319,51.411955453348085,37.97279864412826
2017-06-01 03:00:00,17.710108226162774,46.27852710259,50.09293519998587,35.70054497627776,17.897770207668263,96.45372272107896,320.9083356611546,319.85705692378764,96.08219439731863,63.735705546420206,51.38024041423322,37.77017510433086
2017-06-01 04:00:00,17.744925439026506,46.17599858788424,49.82433320486485,35.44518188081259,18.007226374760148,96.10030580423599,318.74187587362474,316.7844079388659,95.6854980657544,63.49764731802698,50.97916414284496,37.519011182681716
2017-06-01 05:00:00,17.78498991077837,45.946999241869314,49.5279904240812,35.55048519313876,17.959541158657984,96.59356965682984,317.90935977247335,315.80369600262287,96.17762696184259,63.228055719807166,50.703628202305616,37.702902277709455
2017-06-01 06:00:00,17.782255517869736,46.237212748922744,49.619906665875625,35.623380390769775,17.987525634866877,96.2541366894254,318.3397969206175,316.1390567343601,95.94437520644074,63.65691185690752,51.19102196970012,37.8262379265551
2017-06-01 07:00:00,17.79413573793697,46.397645824537875,50.07327172591067,35.63686631837569,17.97868110864445,96.53039664884419,316.72271011654635,317.30402944544,95.93517082445075,64.47197743740891,51.75222348328008,38.00793238386638
2017-06-01 08:00:00,17.73596064082019,46.39243147621869,50.151472447856705,35.4852295706221,18.012314758298796,96.89266052654982,317.76328491159495,317.5030282078682,96.2608921399816,65.1156731014744,52.43002935289859,38.36344318092709
2017-06-01 09:00:00,17.773460119147565,46.453080576655495,50.25398750131831,35.652177214419254,17.890669028422835,97.24756354788032,317.4404189901945,317.10916552106164,96.43071680892885,65.50221361938594,52.85169767747845,38.34087642237071
2017-06-01 10:00:00,17.76930902518696,46.993162093283416,50.978923718511346,35.44882684324333,18.00244483587157,97.72386371700702,319.10145759300934,318.07101711445137,97.29908770969814,66.39621978409171,53.67568146259352,38.363640851592116
2017-06-01 11:00:00,17.771694366306654,46.99037569166656,50.862072986200374,35.66036908443414,17.88817458514251,97.80445111784535,318.27543745881576,316.7177267014821,96.9856491518399,66.53822648660386,54.02463657635794,38.270615685314496
2017-06-01 12:00:00,17.83699433537514,47.02984349738503,51.002038330815495,35.698402445676145,18.036919785810337,97.55573379779489,318.0167970664604,316.5539711313263,97.15936555068947,66.76288697774935,54.38639395106323,38.180242988045975
2017-06-01 13:00:00,17.735529452183535,47.08960236431313,49.82703163545411,35.542803117060416,17.93052629774816,97.81911592123662,317.28358187269487,316.9702711576343,97.00197253598961,66.82379698825689,54.55309254303147,38.39382852971539
2017-06-01 14:00:00,17.674193217469735,47.10318454464529,49.446767760179256,35.70078089401575,17.924925020567954,97.30169518222534,317.49304357650556,316.511059799687,97.33695161276836,66.54215862977095,54.65197490688423,38.45351539485211
2017-06-01 15:00:00,17.73148412705518,47.241373093118646,49.28814725207867,35.69948968591157,17.881116732825156,97.23646358633988,316.99410235030496,316.76036985132373,96.89092523938817,66.64458812940495,54.24710934777978,38.25989505849167
2017-06-01 16:00:00,17.73118720077995,46.76376107276743,49.27756967446125,35.49143315235899,17.985986726776442,97.18313493515912,317.4255474291634,317.7152871295845,96.93289664724549,66.85372793305741,54.465607979779314,38.37219948060655
2017-06-01 17:00:00,17.716145524101957,46.97272746046772,49.27311361234244,35.646531703187286,17.958352152946723,97.58275121640915,316.9810234293228,315.42686001203225,96.56018382774484,66.77150670184866,53.983439820931615,38.17488531782458
2017-06-01 18:00:00,17.78991674153745,46.64172603179852,49.28075647109888,35.43743772352191,17.93342098018103,97.50396602150451,317.6148438242935,315.38605525806827,96.84392678596518,66.11889771304764,53.18902284640706,38.30438695277149
2017-06-01 19:00:00,17.753065325455207,46.78022687781943,49.12334400359292,35.55784677472039,17.920904614748498,96.82581557932626,318.26865352535657,315.58179791955416,96.89093065001609,65.99654019744916,53.48276853634138,38.51087885352568
2017-06-01 20:00:00,17.696975715138617,46.57822438796343,49.08161278125421,35.6941661665597,17.984474348605797,96.87703849996363,315.9798973888094,314.7695142611215,96.51334669219814,66.24150897778206,53.64755449680369,38.31470278999354
2017-06-01 21:00:00,17.766172791016956,46.79231108856463,49.15891850660585,35.565307180402634,17.982483399415443,96.84472412533886,314.7257031336836,314.6540295563312,96.69591038070115,65.93995244112058,53.48680172471656,38.24174954959041
2017-06-01 22:00:00,17.766362902664923,46.317087445999825,48.65259605346507,35.417123271305954,18.023693100897212,97.15845499253103,316.33137188363605,314.77880184171096,96.07446010789621,64.99868117011484,52.28445738502785,37.75032139963542
2017-06-01 23:00:00,17.52066869929162,46.40672633059449,48.44239039554233,35.21863524050822,17.702263271061483,95.65552159714964,311.6054095266349,311.88338550766986,95.05564948043973,64.11239375483176,52.3935361266465,37.48869494359179
2017-06-02 00:00:00,17.60959365720574,46.23449775525966,48.5331501133841,35.534859641534325,17.83146371050813,95.92719782136247,314.98150804336336,313.3557650441882,94.99406962240863,63.62176612932074,51.827291289113255,37.53540216553166
2017-06-02 01:00:00,17.64857872440189,45.87318060601327,48.09899142319376,35.578232168822915,17.77496445149201,96.37974173452758,316.8226515150205,314.2761976894829,95.70308719656487,63.73800477166998,51.37793280784864,37.83713476016135
2017-06-02 02:00:00,17.580849542689304,46.288800928405415,48.45025334327259,35.44536314654996,17.775101810835626,96.58735094278556,317.4144679424139,314.5496992660777,95.7135472056403,63.88908829488323,51.295055494213116,38.16957499589369
2017-06-02 03:00:00,17.658701876429024,46.00835829312725,48.13654770378624,35.54201354995723,17.847196240799693,96.51096244309132,317.0629791635064,316.13349366816834,95.79712166017103,63.91730779369423,51.15671907275711,38.39777556911491
2017-06-02 04:00:00,17.646575412833293,46.11853358035945,48.32185171994494,35.68710526587271,17.870986796372705,96.56139143347832,317.1925323640718,315.70290214558537,95.82384061389449,63.720931211560384,51.52692539020633,38.7130801630352
2017-06-02 05:00:00,17.677356775427675,46.05381548776718,48.31222739147913,35.549259678221745,17.874278999497157,96.20067371742347,316.71850384218374,315.9979725864049,96.29420540155273,62.97384908282823,50.42594071402569,38.31035566061648
2017-06-02 06:00:00,17.636515199819492,45.83843610606716,48.08721061835861,35.66344340615633,17.837434765268483,96.30648851950322,317.0983945645362,316.2782733405956,95.90321357281788,63.15601580819472,50.43295040834632,38.12501761918642
2017-06-02 07:00:00,17.622832183704322,46.066907812784684,48.17499023515677,35.620949896396354,17.801043120130604,96.84727480998357,316.3167926593925,314.67569405272144,96.22531869520255,63.45422066986254,50.77693675369481,38.173005598871626
2017-06-02 08:00:00,17.60171507428904,45.90110921608065,48.04596992316347,35.707920614391554,17.832796004124788,96.83760493935169,317.83961216541445,315.92143325140574,95.89596207693832,63.448413577462205,50.90745223481937,38.191076994693034
2017-06-02 09:00:00,17.650247745766773,46.058214621472196,48.18724393041062,35.538721341228985,17.871359757365102,96.59410274325292,318.6317201459852,316.6853198284012,96.21624666490493,63.86559174617061,51.2961095637915,38.04179623465836
2017-06-02 10:00:00,17.714251866613804,46.345214207869574,48.15468333461067,35.666808639799214,17.77831000269275,96.78090891217991,318.2218567254134,315.0312067114299,96.8355319185203,63.884294640712504,51.56406130774231,38.119897228210256
2017-06-02 11:00:00,17.649258195223727,46.34309055825032,48.50397650783458,35.626002256575426,17.90102888124491,97.1048269301792,316.9720507590749,316.8976642241345,96.64344356342247,64.36920974234398,51.89278491441258,38.38879675604913
2017-06-02 12:00:00,17.708611221389496,46.333667382954154,48.774267470643636,35.71958414710284,17.915247372494,97.01159024082686,318.13077934166415,315.8280953025148,96.58810402241919,64.68464457528529,51.982326904627044,38.58372406298309
2017-06-02 13:00:00,17.679914361348743,46.418523377677424,48.78995425993075,35.76557703494682,17.974434702046064,97.18221306103291,319.56557767359135,317.2203013548919,96.35711082683814,64.94413124545727,52.30373535732278,38.60551240407776
2017-06-02 14:00:00,17.741358835226354,46.834249123832684,48.81035745833866,35.54068661750279,17.951296533979463,97.17607232944756,318.10116690022795,316.8613407510255,96.79959303108738,64.9931935720213,52.39558761373762,39.0377446543914
2017-06-02 15:00:00,17.646705290679023,46.799688709869116,49.17009976380371,35.5868259387975,17.917710192845995,97.08870666724275,320.48389012635965,317.6517661132005,97.04299801224215,65.09863844803743,52.10649980071008,39.122947238030484
2017-06-02 16:00:00,17.707589183582787,46.93460453303469,48.82815370716052,35.751545744690056,17.88626129859739,97.35861472363659,320.5474209593672,317.09222209596436,97.29910341316777,64.57442707309029,51.74795649417509,39.02841052949297
2017-06-02 17:00:00,17.744219055294725,46.86908693623683,48.677863481798006,35.71724769021622,17.931004580251376,97.1411914231883,319.9801469668128,318.1183625801509,97.33534126751849,64.39453909346543,51.26515381994653,39.05359272850026
2017-06-02 18:00:00,17.743734200754606,46.483692082001376,48.71114313965194,35.6171303283637,17.784620871866792,97.33543521001455,318.7744379685889,317.624695560753,96.75795057438394,64.72646843166099,51.43489619376507,39.24740024653702
2017-06-02 19:00:00,17.712152491767142,46.8309635782218,49.010354914614496,35.75578187631391,17.792441896238913,97.28470783642,319.6289071165066,317.6379406180131,95.98239463486429,64.78818049734751,51.93119907997343,39.622258219610444
2017-06-02 20:00:00,17.719070312925727,46.5539066442304,48.739401224003295,35.68157326102745,17.79433596567887,97.24900237760859,320.93445433122815,319.3446668488869,97.11370183942604,64.45509511481026,51.49093098166701,39.627501330709364
2017-06-02 21:00:00,17.584977485592464,46.50711284905508,48.89149522039429,35.57939240973617,17.77188392583707,97.8198509280844,320.32339798313495,320.118773402007,97.45583504951452,64.60128590375386,51.65983945058753,40.36258254521152
2017-06-02 22:00:00,17.596165758227826,46.758125044203446,48.54090871569552,35.632516649469444,17.767517050804983,97.7929879554514,319.98231463778575,319.8758280391476,97.19852944161353,64.38633603349919,51.34905894114975,40.49087261399216
2017-06-02 23:00:00,17.55218140045392,46.47278987568136,48.440302037353675,35.596782617359004,17.75564257015541,97.33088601275425,321.29097499664834,320.34390137850335,96.25811717821469,64.17912755937628,51.362678882503396,39.15976751214977
2017-06-03 00:00:00,17.617508514639585,46.29142773334368,48.495754467133985,35.69383972580397,17.83659794463386,96.29919918245517,322.6513596437182,319.3147640932825,95.91539806822452,63.91898943548026,51.31042154402044,38.14348298599286
2017-06-03 01:00:00,17.730448598148143,46.23655939208635,48.414948631066274,35.81061128387354,17.875115964640845,96.51097213052614,321.3993773388783,321.289719647847,96.04104653902714,63.745765576005965,50.840316196905036,38.008326699334745
